"","X","answer_id","token","lemma","POS","is_will_construction","is_goingTo_construction"
"1",460,5,"wo"," will"," MD",1,0
"2",559,8,"will"," will"," MD",1,0
"3",607,9,"wo"," will"," MD",1,0
"4",998,18,"will"," will"," MD",1,0
"5",1196,21,"will"," will"," MD",1,0
"6",1223,23,"will"," will"," MD",1,0
"7",1334,23,"will"," will"," MD",1,0
"8",1502,26,"will"," will"," MD",1,0
"9",1704,29,"will"," will"," MD",1,0
"10",1728,29,"will"," will"," MD",1,0
"11",1758,30,"will"," will"," MD",1,0
"12",1836,30,"will"," will"," MD",1,0
"13",2127,34,"will"," will"," MD",1,0
"14",2165,34,"will"," will"," MD",1,0
"15",2291,35,"will"," will"," MD",1,0
"16",2440,35,"will"," will"," MD",1,0
"17",3043,96,"""ll"""," will"," MD",1,0
"18",3743,108,"will"," will"," MD",1,0
"19",3841,110,"""ll"""," will"," MD",1,0
"20",3941,110,"will"," will"," MD",1,0
"21",3978,111,"will"," will"," MD",1,0
"22",4014,112,"will"," will"," MD",1,0
"23",4073,113,"will"," will"," MD",1,0
"24",4299,116,"will"," will"," MD",1,0
"25",4308,116,"will"," will"," MD",1,0
"26",4363,116,"will"," will"," MD",1,0
"27",5081,120,"will"," will"," MD",1,0
"28",5330,121,"will"," will"," MD",1,0
"29",5397,121,"will"," will"," MD",1,0
"30",5624,122,"will"," will"," MD",1,0
"31",6059,125,"will"," will"," MD",1,0
"32",6139,126,"will"," will"," MD",1,0
"33",6771,127,"will"," will"," MD",1,0
"34",7304,129,"going"," go"," VBG",0,1
"35",7666,130,"will"," will"," MD",1,0
"36",8460,138,"will"," will"," MD",1,0
"37",8543,138,"will"," will"," MD",1,0
"38",8660,139,"will"," will"," MD",1,0
"39",8804,141,"going"," go"," VBG",0,1
"40",8869,141,"will"," will"," MD",1,0
"41",9036,142,"will"," will"," MD",1,0
"42",9051,142,"will"," will"," MD",1,0
"43",9815,147,"will"," will"," MD",1,0
"44",9856,147,"will"," will"," MD",1,0
"45",9914,147,"will"," will"," MD",1,0
"46",10146,148,"will"," will"," MD",1,0
"47",10303,148,"will"," will"," MD",1,0
"48",10447,149,"going"," go"," VBG",0,1
"49",10730,149,"will"," will"," MD",1,0
"50",10854,150,"will"," will"," MD",1,0
"51",10902,150,"will"," will"," MD",1,0
"52",11148,151,"will"," will"," MD",1,0
"53",11264,151,"wo"," will"," MD",1,0
"54",11780,153,"will"," will"," MD",1,0
"55",11898,153,"going"," go"," VBG",0,1
"56",11929,153,"will"," will"," MD",1,0
"57",12128,154,"will"," will"," MD",1,0
"58",12297,154,"will"," will"," MD",1,0
"59",12332,154,"will"," will"," MD",1,0
"60",12403,154,"will"," will"," MD",1,0
"61",12451,154,"will"," will"," MD",1,0
"62",12459,154,"will"," will"," MD",1,0
"63",12506,155,"will"," will"," MD",1,0
"64",12513,155,"will"," will"," MD",1,0
"65",12539,155,"will"," will"," MD",1,0
"66",12857,156,"will"," will"," MD",1,0
"67",12866,156,"will"," will"," MD",1,0
"68",13106,157,"will"," will"," MD",1,0
"69",13139,157,"will"," will"," MD",1,0
"70",13210,158,"will"," will"," MD",1,0
"71",13217,158,"will"," will"," MD",1,0
"72",13243,158,"will"," will"," MD",1,0
"73",13475,159,"will"," will"," MD",1,0
"74",13487,159,"will"," will"," MD",1,0
"75",14806,163,"going"," go"," VBG",0,1
"76",14832,163,"will"," will"," MD",1,0
"77",15384,166,"will"," will"," MD",1,0
"78",16796,175,"will"," will"," MD",1,0
"79",16831,176,"will"," will"," MD",1,0
"80",17078,177,"wo"," will"," MD",1,0
"81",17733,183,"will"," will"," MD",1,0
"82",17741,183,"will"," will"," MD",1,0
"83",17873,184,"going"," go"," VBG",0,1
"84",18248,189,"will"," will"," MD",1,0
"85",19982,200,"will"," will"," MD",1,0
"86",20094,200,"will"," will"," MD",1,0
"87",20153,201,"will"," will"," MD",1,0
"88",20176,201,"will"," will"," MD",1,0
"89",20218,201,"will"," will"," MD",1,0
"90",20722,205,"""ll"""," will"," MD",1,0
"91",20968,206,"will"," will"," MD",1,0
"92",21109,206,"will"," will"," MD",1,0
"93",21119,206,"will"," will"," MD",1,0
"94",21126,206,"will"," will"," MD",1,0
"95",21747,210,"will"," will"," MD",1,0
"96",21865,210,"will"," will"," MD",1,0
"97",22184,213,"going"," go"," VBG",0,1
"98",23431,230,"will"," will"," MD",1,0
"99",24732,239,"will"," will"," MD",1,0
"100",24789,239,"will"," will"," MD",1,0
"101",24817,239,"will"," will"," MD",1,0
"102",25711,245,"going"," go"," VBG",0,1
"103",25913,250,"will"," will"," MD",1,0
"104",26620,258,"""ll"""," will"," MD",1,0
"105",26657,259,"will"," will"," MD",1,0
"106",28684,280,"""ll"""," will"," MD",1,0
"107",29572,292,"will"," will"," MD",1,0
"108",29835,295,"will"," will"," MD",1,0
"109",29874,295,"will"," will"," MD",1,0
"110",29923,295,"will"," will"," MD",1,0
"111",29985,296,"""ll"""," will"," MD",1,0
"112",30009,296,"will"," will"," MD",1,0
"113",30017,296,"""ll"""," will"," MD",1,0
"114",30023,296,"""ll"""," will"," MD",1,0
"115",30043,297,"will"," will"," MD",1,0
"116",30125,297,"will"," will"," MD",1,0
"117",30141,298,"""ll"""," will"," MD",1,0
"118",30162,298,"will"," will"," MD",1,0
"119",30183,299,"will"," will"," MD",1,0
"120",30416,302,"will"," will"," MD",1,0
"121",30559,303,"will"," will"," MD",1,0
"122",30710,305,"will"," will"," MD",1,0
"123",30716,305,"will"," will"," MD",1,0
"124",31051,309,"will"," will"," MD",1,0
"125",31106,310,"will"," will"," MD",1,0
"126",31161,310,"will"," will"," MD",1,0
"127",32428,327,"will"," will"," MD",1,0
"128",32546,330,"will"," will"," MD",1,0
"129",33175,336,"will"," will"," MD",1,0
"130",35117,437,"will"," will"," MD",1,0
"131",35132,437,"will"," will"," MD",1,0
"132",35647,440,"will"," will"," MD",1,0
"133",35806,440,"going"," go"," VBG",0,1
"134",36298,443,"""ll"""," will"," MD",1,0
"135",36482,444,"wo"," will"," MD",1,0
"136",36720,445,"wo"," will"," MD",1,0
"137",36942,447,"""ll"""," will"," MD",1,0
"138",36959,447,"will"," will"," MD",1,0
"139",37011,447,"will"," will"," MD",1,0
"140",37726,463,"will"," will"," MD",1,0
"141",37925,464,"will"," will"," MD",1,0
"142",38803,478,"will"," will"," MD",1,0
"143",39205,480,"will"," will"," MD",1,0
"144",39340,481,"will"," will"," MD",1,0
"145",39570,482,"will"," will"," MD",1,0
"146",39586,482,"will"," will"," MD",1,0
"147",40194,486,"going"," go"," VBG",0,1
"148",40511,496,"will"," will"," MD",1,0
"149",40963,506,"will"," will"," MD",1,0
"150",41808,542,"wo"," will"," MD",1,0
"151",42505,555,"will"," will"," MD",1,0
"152",42650,561,"will"," will"," MD",1,0
"153",42880,568,"will"," will"," MD",1,0
"154",43024,568,"will"," will"," MD",1,0
"155",43074,568,"will"," will"," MD",1,0
"156",43195,568,"will"," will"," MD",1,0
"157",43392,572,"will"," will"," MD",1,0
"158",43397,572,"will"," will"," MD",1,0
"159",43417,572,"will"," will"," MD",1,0
"160",43432,572,"will"," will"," MD",1,0
"161",43442,572,"will"," will"," MD",1,0
"162",43489,572,"will"," will"," MD",1,0
"163",43512,572,"will"," will"," MD",1,0
"164",43523,572,"will"," will"," MD",1,0
"165",43528,572,"will"," will"," MD",1,0
"166",43569,572,"will"," will"," MD",1,0
"167",43590,572,"will"," will"," MD",1,0
"168",43683,572,"will"," will"," MD",1,0
"169",43692,572,"will"," will"," MD",1,0
"170",43700,572,"will"," will"," MD",1,0
"171",43706,572,"will"," will"," MD",1,0
"172",43720,572,"will"," will"," MD",1,0
"173",44174,583,"will"," will"," MD",1,0
"174",44941,595,"will"," will"," MD",1,0
"175",45431,604,"going"," go"," VBG",0,1
"176",46482,643,"will"," will"," MD",1,0
"177",46497,643,"will"," will"," MD",1,0
"178",46728,643,"will"," will"," MD",1,0
"179",49115,665,"will"," will"," MD",1,0
"180",49571,666,"will"," will"," MD",1,0
"181",50111,667,"will"," will"," MD",1,0
"182",50223,667,"will"," will"," MD",1,0
"183",51161,675,"will"," will"," MD",1,0
"184",51516,685,"will"," will"," MD",1,0
"185",51702,685,"will"," will"," MD",1,0
"186",51857,685,"will"," will"," MD",1,0
"187",52079,685,"will"," will"," MD",1,0
"188",52134,685,"will"," will"," MD",1,0
"189",52774,694,"will"," will"," MD",1,0
"190",52911,694,"will"," will"," MD",1,0
"191",53368,695,"will"," will"," MD",1,0
"192",53505,695,"will"," will"," MD",1,0
"193",53718,696,"will"," will"," MD",1,0
"194",55481,708,"will"," will"," MD",1,0
"195",55931,710,"will"," will"," MD",1,0
"196",56610,713,"going"," go"," VBG",0,1
"197",56620,713,"going"," go"," VBG",0,1
"198",56626,713,"will"," will"," MD",1,0
"199",56661,713,"will"," will"," MD",1,0
"200",56777,713,"will"," will"," MD",1,0
"201",56784,713,"will"," will"," MD",1,0
"202",56793,713,"will"," will"," MD",1,0
"203",56804,713,"will"," will"," MD",1,0
"204",56828,713,"going"," go"," VBG",0,1
"205",56948,713,"going"," go"," VBG",0,1
"206",57255,717,"will"," will"," MD",1,0
"207",57753,726,"will"," will"," MD",1,0
"208",57867,727,"will"," will"," MD",1,0
"209",58964,765,"will"," will"," MD",1,0
"210",59483,771,"will"," will"," MD",1,0
"211",61235,778,"will"," will"," MD",1,0
"212",61629,786,"will"," will"," MD",1,0
"213",61640,786,"will"," will"," MD",1,0
"214",61719,786,"will"," will"," MD",1,0
"215",61781,786,"will"," will"," MD",1,0
"216",61788,786,"will"," will"," MD",1,0
"217",61795,786,"will"," will"," MD",1,0
"218",61846,786,"will"," will"," MD",1,0
"219",61865,786,"will"," will"," MD",1,0
"220",61883,786,"will"," will"," MD",1,0
"221",62035,786,"""ll"""," will"," MD",1,0
"222",62104,786,"will"," will"," MD",1,0
"223",62126,786,"will"," will"," MD",1,0
"224",62203,786,"will"," will"," MD",1,0
"225",62208,786,"will"," will"," MD",1,0
"226",62230,786,"will"," will"," MD",1,0
"227",62587,787,"will"," will"," MD",1,0
"228",62671,787,"will"," will"," MD",1,0
"229",63240,794,"will"," will"," MD",1,0
"230",63798,797,"will"," will"," MD",1,0
"231",63852,797,"""ll"""," will"," MD",1,0
"232",63939,797,"will"," will"," MD",1,0
"233",64041,797,"will"," will"," MD",1,0
"234",64086,797,"will"," will"," MD",1,0
"235",64095,797,"will"," will"," MD",1,0
"236",64444,799,"""ll"""," will"," MD",1,0
"237",64531,799,"""ll"""," will"," MD",1,0
"238",64602,800,"will"," will"," MD",1,0
"239",64617,800,"wo"," will"," MD",1,0
"240",65081,803,"will"," will"," MD",1,0
"241",65123,803,"will"," will"," MD",1,0
"242",65226,804,"will"," will"," MD",1,0
"243",65262,805,"will"," will"," MD",1,0
"244",65332,805,"will"," will"," MD",1,0
"245",65350,805,"will"," will"," MD",1,0
"246",65360,805,"will"," will"," MD",1,0
"247",65380,805,"going"," go"," VBG",0,1
"248",65398,806,"will"," will"," MD",1,0
"249",65468,806,"will"," will"," MD",1,0
"250",65486,806,"will"," will"," MD",1,0
"251",65496,806,"will"," will"," MD",1,0
"252",65516,806,"going"," go"," VBG",0,1
"253",65732,808,"will"," will"," MD",1,0
"254",65740,808,"will"," will"," MD",1,0
"255",65745,808,"""ll"""," will"," MD",1,0
"256",65770,808,"will"," will"," MD",1,0
"257",65796,808,"will"," will"," MD",1,0
"258",65844,808,"will"," will"," MD",1,0
"259",65861,808,"will"," will"," MD",1,0
"260",65908,808,"going"," go"," VBG",0,1
"261",66104,809,"will"," will"," MD",1,0
"262",66128,809,"will"," will"," MD",1,0
"263",66198,809,"will"," will"," MD",1,0
"264",66317,809,"will"," will"," MD",1,0
"265",66652,811,"will"," will"," MD",1,0
"266",66700,812,"""ll"""," will"," MD",1,0
"267",66740,812,"""ll"""," will"," MD",1,0
"268",67105,814,"will"," will"," MD",1,0
"269",67227,814,"will"," will"," MD",1,0
"270",67404,816,"will"," will"," MD",1,0
"271",67414,816,"will"," will"," MD",1,0
"272",67458,816,"will"," will"," MD",1,0
"273",67462,816,"will"," will"," MD",1,0
"274",67480,816,"going"," go"," VBG",0,1
"275",67490,816,"will"," will"," MD",1,0
"276",67516,816,"will"," will"," MD",1,0
"277",67528,816,"will"," will"," MD",1,0
"278",67586,817,"going"," go"," VBG",0,1
"279",67613,817,"will"," will"," MD",1,0
"280",67639,817,"will"," will"," MD",1,0
"281",67728,818,"""ll"""," will"," MD",1,0
"282",67765,818,"will"," will"," MD",1,0
"283",67992,818,"will"," will"," MD",1,0
"284",68069,819,"will"," will"," MD",1,0
"285",68098,819,"will"," will"," MD",1,0
"286",68124,819,"will"," will"," MD",1,0
"287",68300,819,"will"," will"," MD",1,0
"288",68321,819,"will"," will"," MD",1,0
"289",68328,819,"will"," will"," MD",1,0
"290",68343,819,"""ll"""," will"," MD",1,0
"291",68449,820,"will"," will"," MD",1,0
"292",68594,821,"will"," will"," MD",1,0
"293",68609,821,"will"," will"," MD",1,0
"294",68653,821,"will"," will"," MD",1,0
"295",68700,821,"will"," will"," MD",1,0
"296",68714,821,"will"," will"," MD",1,0
"297",68730,821,"will"," will"," MD",1,0
"298",68876,822,"will"," will"," MD",1,0
"299",68890,822,"will"," will"," MD",1,0
"300",68900,822,"will"," will"," MD",1,0
"301",69117,822,"will"," will"," MD",1,0
"302",69784,830,"will"," will"," MD",1,0
"303",69795,830,"will"," will"," MD",1,0
"304",69838,830,"will"," will"," MD",1,0
"305",69853,830,"will"," will"," MD",1,0
"306",69864,830,"will"," will"," MD",1,0
"307",69896,830,"will"," will"," MD",1,0
"308",69908,830,"will"," will"," MD",1,0
"309",70015,830,"will"," will"," MD",1,0
"310",70717,838,"""ll"""," will"," MD",1,0
"311",71401,840,"will"," will"," MD",1,0
"312",71813,841,"will"," will"," MD",1,0
"313",71905,841,"will"," will"," MD",1,0
"314",72019,841,"will"," will"," MD",1,0
"315",72532,843,"going"," go"," VBG",0,1
"316",72542,843,"going"," go"," VBG",0,1
"317",72557,843,"""ll"""," will"," MD",1,0
"318",72567,843,"going"," go"," VBG",0,1
"319",72593,843,"""ll"""," will"," MD",1,0
"320",72608,843,"""ll"""," will"," MD",1,0
"321",72616,843,"""ll"""," will"," MD",1,0
"322",72844,844,"going"," go"," VBG",0,1
"323",73095,845,"going"," go"," VBG",0,1
"324",73106,845,"going"," go"," VBG",0,1
"325",73288,846,"will"," will"," MD",1,0
"326",73770,848,"will"," will"," MD",1,0
"327",73852,848,"will"," will"," MD",1,0
"328",73871,848,"will"," will"," MD",1,0
"329",73883,848,"will"," will"," MD",1,0
"330",73936,848,"will"," will"," MD",1,0
"331",74058,848,"will"," will"," MD",1,0
"332",74236,848,"will"," will"," MD",1,0
"333",74241,848,"will"," will"," MD",1,0
"334",74389,848,"will"," will"," MD",1,0
"335",75701,858,"will"," will"," MD",1,0
"336",76116,859,"will"," will"," MD",1,0
"337",76292,859,"will"," will"," MD",1,0
"338",76684,861,"wo"," will"," MD",1,0
"339",76741,861,"will"," will"," MD",1,0
"340",76790,861,"""ll"""," will"," MD",1,0
"341",76832,861,"""ll"""," will"," MD",1,0
"342",76966,862,"wo"," will"," MD",1,0
"343",77023,862,"will"," will"," MD",1,0
"344",77072,862,"""ll"""," will"," MD",1,0
"345",77114,862,"""ll"""," will"," MD",1,0
"346",77172,863,"will"," will"," MD",1,0
"347",77191,863,"will"," will"," MD",1,0
"348",77260,863,"wo"," will"," MD",1,0
"349",77291,863,"will"," will"," MD",1,0
"350",77376,863,"will"," will"," MD",1,0
"351",77644,863,"will"," will"," MD",1,0
"352",77717,863,"will"," will"," MD",1,0
"353",77851,864,"will"," will"," MD",1,0
"354",78094,868,"will"," will"," MD",1,0
"355",78116,869,"will"," will"," MD",1,0
"356",78292,878,"will"," will"," MD",1,0
"357",78314,879,"will"," will"," MD",1,0
"358",78438,883,"will"," will"," MD",1,0
"359",78460,884,"will"," will"," MD",1,0
"360",78626,889,"will"," will"," MD",1,0
"361",78648,891,"will"," will"," MD",1,0
"362",78922,895,"going"," go"," VBG",0,1
"363",79074,896,"will"," will"," MD",1,0
"364",79096,896,"will"," will"," MD",1,0
"365",79103,896,"going"," go"," VBG",0,1
"366",79183,896,"will"," will"," MD",1,0
"367",79965,903,"will"," will"," MD",1,0
"368",80430,920,"will"," will"," MD",1,0
"369",80816,922,"will"," will"," MD",1,0
"370",80850,922,"will"," will"," MD",1,0
"371",81700,945,"going"," go"," VBG",0,1
"372",81951,946,"will"," will"," MD",1,0
"373",81970,946,"will"," will"," MD",1,0
"374",81989,946,"wo"," will"," MD",1,0
"375",81998,946,"will"," will"," MD",1,0
"376",82369,948,"will"," will"," MD",1,0
"377",82381,948,"will"," will"," MD",1,0
"378",82415,948,"will"," will"," MD",1,0
"379",82450,948,"will"," will"," MD",1,0
"380",82464,948,"will"," will"," MD",1,0
"381",82495,948,"will"," will"," MD",1,0
"382",82508,948,"will"," will"," MD",1,0
"383",82553,948,"will"," will"," MD",1,0
"384",82582,948,"will"," will"," MD",1,0
"385",82593,948,"will"," will"," MD",1,0
"386",82605,948,"will"," will"," MD",1,0
"387",82610,948,"will"," will"," MD",1,0
"388",82639,948,"will"," will"," MD",1,0
"389",82667,948,"will"," will"," MD",1,0
"390",82683,948,"will"," will"," MD",1,0
"391",82701,948,"will"," will"," MD",1,0
"392",82710,948,"will"," will"," MD",1,0
"393",82732,948,"will"," will"," MD",1,0
"394",82739,948,"will"," will"," MD",1,0
"395",82749,948,"will"," will"," MD",1,0
"396",82754,948,"will"," will"," MD",1,0
"397",82801,948,"will"," will"," MD",1,0
"398",82812,948,"will"," will"," MD",1,0
"399",82820,948,"will"," will"," MD",1,0
"400",82841,948,"will"," will"," MD",1,0
"401",82859,948,"will"," will"," MD",1,0
"402",82872,948,"will"," will"," MD",1,0
"403",82904,948,"going"," go"," VBG",0,1
"404",82918,948,"going"," go"," VBG",0,1
"405",82925,948,"will"," will"," MD",1,0
"406",82937,948,"will"," will"," MD",1,0
"407",82948,948,"will"," will"," MD",1,0
"408",82988,949,"will"," will"," MD",1,0
"409",83851,952,"will"," will"," MD",1,0
"410",83876,952,"will"," will"," MD",1,0
"411",84339,954,"will"," will"," MD",1,0
"412",84648,956,"will"," will"," MD",1,0
"413",84680,956,"will"," will"," MD",1,0
"414",84749,956,"will"," will"," MD",1,0
"415",84761,956,"will"," will"," MD",1,0
"416",84783,956,"will"," will"," MD",1,0
"417",85068,957,"will"," will"," MD",1,0
"418",85306,962,"will"," will"," MD",1,0
"419",85358,964,"will"," will"," MD",1,0
"420",85684,965,"will"," will"," MD",1,0
"421",85837,965,"will"," will"," MD",1,0
"422",86218,974,"will"," will"," MD",1,0
"423",86408,978,"wo"," will"," MD",1,0
"424",86760,980,"""ll"""," will"," MD",1,0
"425",86808,980,"wo"," will"," MD",1,0
"426",86891,980,"will"," will"," MD",1,0
"427",86996,980,"will"," will"," MD",1,0
"428",87180,980,"will"," will"," MD",1,0
"429",87200,980,"will"," will"," MD",1,0
"430",87716,984,"""ll"""," will"," MD",1,0
"431",87756,984,"will"," will"," MD",1,0
"432",87999,986,"going"," go"," VBG",0,1
"433",88436,986,"will"," will"," MD",1,0
"434",88564,986,"going"," go"," VBG",0,1
"435",88749,986,"will"," will"," MD",1,0
"436",88806,986,"will"," will"," MD",1,0
"437",88869,986,"going"," go"," VBG",0,1
"438",88887,986,"will"," will"," MD",1,0
"439",89113,987,"will"," will"," MD",1,0
"440",89427,987,"will"," will"," MD",1,0
"441",89511,987,"will"," will"," MD",1,0
"442",89517,987,"will"," will"," MD",1,0
"443",89549,987,"will"," will"," MD",1,0
"444",89561,987,"will"," will"," MD",1,0
"445",89568,987,"will"," will"," MD",1,0
"446",89648,987,"will"," will"," MD",1,0
"447",90024,990,"will"," will"," MD",1,0
"448",91211,991,"will"," will"," MD",1,0
"449",91225,991,"will"," will"," MD",1,0
"450",91280,991,"will"," will"," MD",1,0
"451",92829,998,"will"," will"," MD",1,0
"452",93041,998,"will"," will"," MD",1,0
"453",93191,999,"will"," will"," MD",1,0
"454",93364,1001,"will"," will"," MD",1,0
"455",93435,1001,"will"," will"," MD",1,0
"456",93445,1001,"will"," will"," MD",1,0
"457",93499,1001,"will"," will"," MD",1,0
"458",93530,1001,"wo"," will"," MD",1,0
"459",94124,1003,"will"," will"," MD",1,0
"460",94164,1003,"will"," will"," MD",1,0
"461",94173,1003,"will"," will"," MD",1,0
"462",94444,1004,"will"," will"," MD",1,0
"463",94796,1008,"will"," will"," MD",1,0
"464",94840,1008,"will"," will"," MD",1,0
"465",94864,1008,"going"," go"," VBG",0,1
"466",95061,1008,"will"," will"," MD",1,0
"467",95096,1008,"will"," will"," MD",1,0
"468",95105,1008,"will"," will"," MD",1,0
"469",95261,1008,"will"," will"," MD",1,0
"470",95278,1008,"will"," will"," MD",1,0
"471",95321,1008,"will"," will"," MD",1,0
"472",95618,1010,"will"," will"," MD",1,0
"473",95781,1010,"will"," will"," MD",1,0
"474",95866,1011,"will"," will"," MD",1,0
"475",95943,1011,"will"," will"," MD",1,0
"476",96207,1013,"will"," will"," MD",1,0
"477",96229,1013,"will"," will"," MD",1,0
"478",96290,1013,"will"," will"," MD",1,0
"479",96334,1013,"will"," will"," MD",1,0
"480",96348,1013,"will"," will"," MD",1,0
"481",96513,1013,"will"," will"," MD",1,0
"482",96609,1013,"will"," will"," MD",1,0
"483",96616,1013,"will"," will"," MD",1,0
"484",96773,1014,"will"," will"," MD",1,0
"485",97078,1015,"will"," will"," MD",1,0
"486",97301,1015,"will"," will"," MD",1,0
"487",97312,1016,"will"," will"," MD",1,0
"488",97341,1016,"will"," will"," MD",1,0
"489",97796,1016,"wo"," will"," MD",1,0
"490",98122,1017,"will"," will"," MD",1,0
"491",98231,1017,"will"," will"," MD",1,0
"492",98306,1017,"will"," will"," MD",1,0
"493",98720,1019,"will"," will"," MD",1,0
"494",98824,1019,"will"," will"," MD",1,0
"495",98894,1019,"will"," will"," MD",1,0
"496",98923,1019,"will"," will"," MD",1,0
"497",99996,1024,"""ll"""," will"," MD",1,0
"498",100027,1024,"""ll"""," will"," MD",1,0
"499",100109,1024,"will"," will"," MD",1,0
"500",100122,1024,"""ll"""," will"," MD",1,0
"501",100159,1024,"wo"," will"," MD",1,0
"502",100808,1027,"will"," will"," MD",1,0
"503",100906,1028,"will"," will"," MD",1,0
"504",101234,1029,"will"," will"," MD",1,0
"505",101701,1030,"will"," will"," MD",1,0
"506",101707,1030,"will"," will"," MD",1,0
"507",103171,1045,"will"," will"," MD",1,0
"508",103286,1045,"will"," will"," MD",1,0
"509",103585,1047,"""ll"""," will"," MD",1,0
"510",103609,1047,"""ll"""," will"," MD",1,0
"511",103704,1047,"going"," go"," VBG",0,1
"512",103727,1048,"""ll"""," will"," MD",1,0
"513",103857,1048,"will"," will"," MD",1,0
"514",104553,1051,"will"," will"," MD",1,0
"515",104783,1057,"will"," will"," MD",1,0
"516",104910,1058,"""ll"""," will"," MD",1,0
"517",104973,1058,"""ll"""," will"," MD",1,0
"518",105109,1059,"""ll"""," will"," MD",1,0
"519",105172,1059,"""ll"""," will"," MD",1,0
"520",105308,1060,"""ll"""," will"," MD",1,0
"521",105371,1060,"""ll"""," will"," MD",1,0
"522",106100,1069,"will"," will"," MD",1,0
"523",106140,1070,"going"," go"," VBG",0,1
"524",106722,1076,"will"," will"," MD",1,0
"525",107236,1083,"will"," will"," MD",1,0
"526",107303,1083,"will"," will"," MD",1,0
"527",107400,1083,"will"," will"," MD",1,0
"528",107425,1083,"""ll"""," will"," MD",1,0
"529",107507,1084,"will"," will"," MD",1,0
"530",107573,1084,"will"," will"," MD",1,0
"531",107669,1084,"will"," will"," MD",1,0
"532",107693,1084,"""ll"""," will"," MD",1,0
"533",107708,1085,"will"," will"," MD",1,0
"534",107715,1085,"will"," will"," MD",1,0
"535",108325,1101,"going"," go"," VBG",0,1
"536",108401,1101,"will"," will"," MD",1,0
"537",108637,1102,"will"," will"," MD",1,0
"538",108646,1102,"will"," will"," MD",1,0
"539",108659,1102,"will"," will"," MD",1,0
"540",108691,1102,"will"," will"," MD",1,0
"541",108995,1110,"going"," go"," VBG",0,1
"542",109081,1110,"will"," will"," MD",1,0
"543",109093,1110,"will"," will"," MD",1,0
"544",109141,1111,"going"," go"," VBG",0,1
"545",109227,1111,"will"," will"," MD",1,0
"546",109239,1111,"will"," will"," MD",1,0
"547",110755,1133,"will"," will"," MD",1,0
"548",111264,1137,"""ll"""," will"," MD",1,0
"549",111586,1139,"will"," will"," MD",1,0
"550",111659,1139,"will"," will"," MD",1,0
"551",111677,1139,"will"," will"," MD",1,0
"552",111708,1139,"will"," will"," MD",1,0
"553",111732,1139,"will"," will"," MD",1,0
"554",111767,1139,"will"," will"," MD",1,0
"555",111784,1140,"will"," will"," MD",1,0
"556",111805,1140,"will"," will"," MD",1,0
"557",111846,1140,"will"," will"," MD",1,0
"558",111920,1140,"will"," will"," MD",1,0
"559",111932,1140,"will"," will"," MD",1,0
"560",112002,1140,"will"," will"," MD",1,0
"561",112048,1141,"will"," will"," MD",1,0
"562",112121,1141,"will"," will"," MD",1,0
"563",112139,1141,"will"," will"," MD",1,0
"564",112170,1141,"will"," will"," MD",1,0
"565",112194,1141,"will"," will"," MD",1,0
"566",112229,1141,"will"," will"," MD",1,0
"567",112246,1142,"will"," will"," MD",1,0
"568",112267,1142,"will"," will"," MD",1,0
"569",112308,1142,"will"," will"," MD",1,0
"570",112382,1142,"will"," will"," MD",1,0
"571",112394,1142,"will"," will"," MD",1,0
"572",112466,1142,"will"," will"," MD",1,0
"573",112619,1143,"will"," will"," MD",1,0
"574",112664,1143,"going"," go"," VBG",0,1
"575",113443,1147,"will"," will"," MD",1,0
"576",113539,1147,"will"," will"," MD",1,0
"577",113684,1148,"will"," will"," MD",1,0
"578",113768,1149,"going"," go"," VBG",0,1
"579",113870,1149,"going"," go"," VBG",0,1
"580",113967,1149,"going"," go"," VBG",0,1
"581",114074,1149,"going"," go"," VBG",0,1
"582",114594,1152,"will"," will"," MD",1,0
"583",114626,1152,"will"," will"," MD",1,0
"584",115347,1156,"will"," will"," MD",1,0
"585",115449,1157,"""ll"""," will"," MD",1,0
"586",116083,1172,"""ll"""," will"," MD",1,0
"587",116217,1173,"""ll"""," will"," MD",1,0
"588",117368,1192,"""ll"""," will"," MD",1,0
"589",117568,1193,"""ll"""," will"," MD",1,0
"590",119018,1207,"will"," will"," MD",1,0
"591",119397,1214,"will"," will"," MD",1,0
"592",119466,1214,"will"," will"," MD",1,0
"593",119502,1214,"will"," will"," MD",1,0
"594",119507,1214,"will"," will"," MD",1,0
"595",119545,1214,"will"," will"," MD",1,0
"596",119558,1214,"will"," will"," MD",1,0
"597",119658,1214,"will"," will"," MD",1,0
"598",119676,1214,"will"," will"," MD",1,0
"599",120387,1217,"will"," will"," MD",1,0
"600",120456,1217,"will"," will"," MD",1,0
"601",120492,1217,"will"," will"," MD",1,0
"602",120497,1217,"will"," will"," MD",1,0
"603",120535,1217,"will"," will"," MD",1,0
"604",120548,1217,"will"," will"," MD",1,0
"605",120649,1217,"will"," will"," MD",1,0
"606",120667,1217,"will"," will"," MD",1,0
"607",120841,1218,"will"," will"," MD",1,0
"608",120882,1218,"will"," will"," MD",1,0
"609",120949,1218,"will"," will"," MD",1,0
"610",121165,1219,"will"," will"," MD",1,0
"611",121173,1219,"will"," will"," MD",1,0
"612",121435,1220,"will"," will"," MD",1,0
"613",121704,1220,"will"," will"," MD",1,0
"614",121711,1220,"will"," will"," MD",1,0
"615",121958,1221,"will"," will"," MD",1,0
"616",122011,1221,"will"," will"," MD",1,0
"617",122062,1222,"will"," will"," MD",1,0
